r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p24015,0.0231,0.1442,0.0979,0.0887,0.0681,0.0559
p24017,0.011,0.0376,0.0239,0.0199,0.0185,0.0085
p24019,0.0165,0.0994,0.0668,0.0595,0.0467,0.0364
p24021,0.0139,0.0595,0.0376,0.0322,0.0303,0.0193
p24023,0.0108,0.0535,0.0331,0.0283,0.0256,0.0175
p24025,0.0169,0.0865,0.0545,0.0491,0.0438,0.0323
p24027,0.0114,0.0426,0.024,0.0204,0.0232,0.013
p24029,0.0147,0.105,0.0691,0.0629,0.049,0.0404
p24031,0.0109,0.0409,0.0266,0.0208,0.021,0.0105
p24033,0.0105,0.0351,0.0226,0.0179,0.0175,0.0075
p24035,0.0145,0.1101,0.0739,0.067,0.0503,0.0425
p24037,0.0146,0.069,0.0454,0.0397,0.0334,0.0226
p24039,0.0193,0.1137,0.0764,0.0688,0.0538,0.0422
p24041,0.0141,0.0873,0.0579,0.0516,0.0411,0.0316
p24043,0.0136,0.0626,0.0401,0.0348,0.0311,0.0205
p24045,0.0194,0.1296,0.0883,0.0796,0.0603,0.0495
p24047,0.0224,0.1412,0.0961,0.0866,0.0662,0.054
p24510,0.01,0.03,0.01,0.01,0.02,0.01
p25001,0.0511,0.2009,0.1314,0.1173,0.1076,0.0753
p25003,0.0531,0.211,0.1366,0.1197,0.1095,0.0772
p25005,0.0455,0.1817,0.1165,0.1047,0.0995,0.0682
p25007,0.0497,0.1993,0.1295,0.1158,0.1068,0.0747
p25009,0.0549,0.2095,0.1399,0.1242,0.1113,0.0785
p25011,0.0502,0.1837,0.1178,0.1029,0.0984,0.0674
p25013,0.0513,0.2048,0.133,0.1149,0.1052,0.0738
p25015,0.0513,0.1984,0.1284,0.112,0.1039,0.0723
p25017,0.0561,0.217,0.1453,0.1291,0.1151,0.0815
p25019,0.051,0.201,0.131,0.117,0.108,0.075
p25021,0.0595,0.2414,0.163,0.1461,0.1271,0.0913
p25023,0.055,0.2205,0.1467,0.1314,0.1172,0.0829
p25025,0.069,0.284,0.195,0.1755,0.147,0.1075
p25027,0.0488,0.1835,0.1188,0.1046,0.099,0.068
p26001,0.0123,0.0841,0.0547,0.0482,0.0431,0.0302
p26003,0.0063,0.0937,0.0638,0.0561,0.041,0.0363
p26005,0.007,0.0446,0.0233,0.021,0.0266,0.0135
p26007,0.0122,0.0856,0.0558,0.0491,0.0433,0.031
p26009,0.008,0.0865,0.0573,0.0506,0.0407,0.0323
p26011,0.0121,0.0798,0.0519,0.0456,0.0418,0.0281
p26013,0.0059,0.095,0.065,0.057,0.0405,0.037
p26015,0.0053,0.0358,0.0179,0.0161,0.0223,0.0101
p26017,0.012,0.0763,0.0497,0.0438,0.0409,0.0268
p26019,0.005,0.0867,0.0587,0.0514,0.0386,0.0334
p26021,0.0345,0.1752,0.1083,0.0983,0.0912,0.0635
p26023,0.0161,0.0823,0.0505,0.0452,0.0446,0.0283
p26025,0.0122,0.0674,0.0407,0.0362,0.0375,0.0226
p26027,0.0243,0.1225,0.0747,0.0677,0.0647,0.0436
p26029,0.0085,0.0881,0.0585,0.0516,0.0414,0.0331
p26031,0.0104,0.0911,0.0604,0.0534,0.0438,0.0339
p26033,0.0108,0.0947,0.0631,0.0556,0.0448,0.0356
p26035,0.0084,0.0642,0.0395,0.035,0.0338,0.0221
p26037,0.0089,0.0548,0.0328,0.0292,0.0312,0.0177
p26039,0.0094,0.0792,0.051,0.045,0.0393,0.0288
p26041,0.0034,0.093,0.0648,0.0567,0.0392,0.0369
p26043,0.0024,0.0939,0.0661,0.0578,0.0385,0.0377
p26045,0.0088,0.0527,0.031,0.0275,0.0304,0.017
p26047,0.0089,0.0899,0.0597,0.0527,0.042,0.0338
p26049,0.0155,0.0885,0.0608,0.0534,0.0482,0.0315
p26051,0.0101,0.0704,0.0446,0.0394,0.0374,0.0247
p26053,0.006,0.095,0.0651,0.0571,0.04,0.0371
p26055,0.0073,0.0836,0.0552,0.0487,0.0393,0.0313
p26057,0.0086,0.0553,0.0333,0.0295,0.0311,0.0184
p26059,0.0155,0.0808,0.0519,0.0459,0.0441,0.0282
p26061,0.0066,0.095,0.0651,0.0572,0.0408,0.037
p26063,0.0143,0.0866,0.0581,0.051,0.046,0.0312
p26065,0.0128,0.0728,0.0473,0.0418,0.0404,0.025
p26067,0.0038,0.0297,0.0143,0.0127,0.0193,0.0079
p26069,0.0127,0.0834,0.0545,0.0479,0.0434,0.0298
p26071,0.0039,0.0946,0.066,0.0579,0.0394,0.0376
p26073,0.0078,0.0556,0.0332,0.0295,0.0308,0.0185
p26075,0.0148,0.0813,0.0536,0.0472,0.0445,0.0285
p26077,0.0112,0.0635,0.0367,0.0328,0.0355,0.0209
p26079,0.0085,0.0805,0.0523,0.0462,0.0391,0.0294
p26081,0.0011,0.0156,0.0039,0.0036,0.0126,0.0023
p26083,0.0075,0.0959,0.0645,0.0572,0.0418,0.0367
p26085,0.0065,0.065,0.0402,0.0356,0.0329,0.0229
p26087,0.0169,0.096,0.0672,0.0591,0.0522,0.0346
p26089,0.0058,0.0885,0.06,0.0527,0.0397,0.0341
p26091,0.0166,0.0884,0.0598,0.0527,0.0483,0.0315
p26093,0.0164,0.091,0.0629,0.0554,0.0497,0.0326
p26095,0.0084,0.093,0.0624,0.055,0.0422,0.0352
p26097,0.0087,0.0921,0.0617,0.0544,0.0425,0.0348
p26099,0.0192,0.1059,0.0764,0.0668,0.0578,0.0385
p26101,0.0058,0.0822,0.0546,0.0481,0.0378,0.0311
p26103,0.0051,0.0942,0.065,0.057,0.0402,0.037
p26105,0.0059,0.0772,0.0502,0.0442,0.0365,0.0288
p26107,0.0057,0.0462,0.0262,0.0229,0.0261,0.0145
p26109,-0.0005,0.093,0.0669,0.0581,0.0366,0.0382
p26111,0.0103,0.0666,0.0418,0.037,0.0361,0.0227
p26113,0.0081,0.0721,0.0458,0.0403,0.0361,0.0259
p26115,0.0185,0.1004,0.0712,0.0625,0.0547,0.0363
p26117,0.0047,0.0361,0.0188,0.0166,0.0221,0.0104
p26119,0.0108,0.0847,0.0554,0.0488,0.0422,0.031
p26121,0.0054,0.044,0.0238,0.0211,0.0251,0.0137
p26123,0.0045,0.0413,0.0223,0.0198,0.0237,0.0127
p26125,0.0186,0.1027,0.0734,0.0643,0.0558,0.0372
p26127,0.0069,0.0643,0.0391,0.0346,0.0332,0.0223
p26129,0.0112,0.0788,0.0507,0.0448,0.0408,0.0282
p26131,0.0062,0.095,0.0652,0.0573,0.0403,0.037
p26133,0.0073,0.0623,0.0381,0.0336,0.0322,0.0215
p26135,0.011,0.0822,0.0531,0.047,0.0416,0.0296
p26137,0.0095,0.086,0.0566,0.05,0.0418,0.0316
p26139,0.0026,0.025,0.0102,0.009,0.0171,0.0059
p26141,0.0115,0.0881,0.0576,0.0508,0.0436,0.0322
p26143,0.0094,0.0733,0.0465,0.041,0.0375,0.026
p26145,0.0124,0.0748,0.0487,0.0431,0.0407,0.0259
p26147,0.0181,0.101,0.0716,0.0627,0.0549,0.0366
p26149,0.0179,0.0921,0.0558,0.05,0.0494,0.0319
p26151,0.0161,0.0929,0.0638,0.056,0.0499,0.0335
p26153,0.0063,0.0929,0.0633,0.0556,0.0409,0.036
p26155,0.0131,0.0751,0.0493,0.0434,0.0414,0.0261
p26157,0.0147,0.0868,0.0587,0.0517,0.0468,0.0312
p26159,0.0174,0.0939,0.0559,0.0505,0.0507,0.0325
p26161,0.0178,0.0967,0.0679,0.0595,0.0529,0.0349
p26163,0.0198,0.1083,0.0785,0.0686,0.0591,0.0394
p26165,0.0071,0.0747,0.0481,0.0425,0.0363,0.0273
p27001,0.0076,0.0958,0.0668,0.0593,0.0396,0.0376
p27003,0.01,0.1166,0.0868,0.077,0.0487,0.0482
p27005,0.003,0.0742,0.0484,0.0432,0.029,0.0276
p27007,0.0033,0.076,0.0493,0.044,0.0299,0.0283
p27009,0.0088,0.104,0.075,0.0668,0.043,0.0419
p27011,0.0007,0.0576,0.0372,0.0328,0.0209,0.0211
p27013,0.0077,0.0818,0.0554,0.0488,0.0332,0.0313
p27015,0.0076,0.083,0.0566,0.0497,0.0339,0.032
p27017,0.008,0.0965,0.0674,0.0595,0.04,0.0379
p27019,0.0095,0.1125,0.0828,0.0737,0.0465,0.0462
p27021,0.0057,0.0865,0.0586,0.0521,0.0349,0.0332
p27023,0.0034,0.0697,0.0474,0.0416,0.0268,0.0268
p27025,0.0095,0.1134,0.0837,0.0744,0.0473,0.0466
p27027,-0.0013,0.0558,0.0352,0.0314,0.0197,0.0201
p27029,0.0029,0.0742,0.048,0.0429,0.029,0.0275
p27031,0.007,0.0926,0.0621,0.0551,0.0393,0.0354
p27033,0.0039,0.0589,0.0377,0.0325,0.0222,0.0215
p27035,0.0071,0.0934,0.065,0.0577,0.0383,0.0367
p27037,0.01,0.1163,0.0864,0.0766,0.0484,0.0481
p27039,0.0081,0.0856,0.0589,0.0519,0.0352,0.0332
p27041,0.0031,0.0722,0.0492,0.0434,0.0278,0.0278
p27043,0.0072,0.0673,0.0426,0.037,0.0268,0.0245
p27045,0.0065,0.057,0.0334,0.0288,0.0226,0.0195
p27047,0.0078,0.067,0.0421,0.0369,0.0271,0.0243
p27049,0.0091,0.1051,0.0763,0.0675,0.0437,0.0426
p27051,0.0011,0.0621,0.041,0.0363,0.023,0.0231
p27053,0.01,0.1172,0.0873,0.0777,0.0488,0.0485
p27055,0.0076,0.0618,0.0356,0.0313,0.0251,0.0208
p27057,0.0044,0.0805,0.0535,0.0476,0.032,0.0305
p27059,0.0091,0.1119,0.0821,0.0729,0.0463,0.0459
p27061,0.0063,0.0868,0.0582,0.0518,0.0355,0.0329
p27063,0.0043,0.0538,0.0325,0.028,0.0203,0.0188
p27065,0.009,0.1052,0.076,0.0674,0.0437,0.0424
p27067,0.0055,0.0829,0.0584,0.0516,0.0329,0.0328
p27069,-0.0023,0.0545,0.0332,0.0298,0.019,0.0189
p27071,0.005,0.0814,0.0533,0.0474,0.033,0.0303
p27073,0.0016,0.0587,0.0383,0.0334,0.0218,0.0219
p27075,0.007,0.0901,0.0603,0.0534,0.0375,0.0342
p27077,0.0027,0.0734,0.0469,0.0419,0.0288,0.0269
p27079,0.0089,0.1023,0.0736,0.0652,0.0422,0.041
p27081,0.0015,0.0509,0.0315,0.027,0.0184,0.0184
p27083,0.0025,0.0567,0.0366,0.0318,0.0211,0.0209
p27085,0.009,0.1044,0.0754,0.0669,0.0433,0.0421
p27087,0.0022,0.0711,0.0456,0.0408,0.0274,0.0261
p27089,-0.0006,0.061,0.0378,0.0339,0.0224,0.0216
p27091,0.0065,0.0642,0.04,0.0348,0.0255,0.0229
p27093,0.0086,0.1004,0.0717,0.0635,0.0415,0.0403
p27095,0.0087,0.1049,0.0756,0.0671,0.0434,0.0422
p27097,0.0074,0.0964,0.068,0.0603,0.0394,0.0382
p27099,0.0065,0.0607,0.0371,0.0322,0.0239,0.0214
p27101,0.0022,0.0494,0.0303,0.026,0.0181,0.0175
p27103,0.0083,0.0935,0.0657,0.058,0.0385,0.0369
p27105,0.002,0.0428,0.0248,0.0207,0.0148,0.0143
p27107,-0.0005,0.0606,0.038,0.034,0.0222,0.0216
p27109,0.0077,0.0793,0.0528,0.0463,0.0324,0.0301
p27111,0.0025,0.0707,0.0469,0.0415,0.0272,0.0266
p27113,0.001,0.0671,0.042,0.0379,0.0255,0.0241
p27115,0.0084,0.1026,0.0733,0.0651,0.0425,0.041
p27117,0.0011,0.0448,0.0265,0.0226,0.0156,0.0155
p27119,-0.0005,0.0614,0.0381,0.0342,0.0224,0.0219
p27121,0.0032,0.0721,0.0496,0.0435,0.0279,0.0279
p27123,0.01,0.1195,0.0895,0.0795,0.05,0.05
p27125,0.001,0.0671,0.0423,0.0377,0.0254,0.0241
p27127,0.0041,0.0672,0.0453,0.0395,0.026,0.0256
p27129,0.0064,0.0842,0.0587,0.0517,0.0339,0.033
p27131,0.009,0.1051,0.0763,0.0676,0.0435,0.0427
p27133,0.0014,0.0386,0.0212,0.018,0.0131,0.0126
p27135,0.0011,0.0678,0.0424,0.038,0.0259,0.0244
p27137,0.0068,0.0892,0.0599,0.0532,0.037,0.0339
p27139,0.0098,0.1136,0.0842,0.0746,0.0474,0.0466
p27141,0.0091,0.1107,0.0814,0.0722,0.0461,0.0454
p27143,0.0087,0.101,0.0724,0.0641,0.0418,0.0404
p27145,0.0074,0.0954,0.0676,0.0599,0.039,0.038
p27147,0.0083,0.0878,0.061,0.0538,0.036,0.034
p27149,0.0018,0.0633,0.0421,0.037,0.0235,0.0242
p27151,0.003,0.0688,0.0466,0.0411,0.0263,0.0264
p27153,0.0061,0.0884,0.0608,0.0542,0.0358,0.0345
p27155,0.0,0.0565,0.0364,0.0321,0.0203,0.0209
p27157,0.0086,0.0932,0.0652,0.0576,0.0385,0.0368
p27159,0.0052,0.0838,0.0567,0.0504,0.0335,0.0322
p27161,0.0081,0.0869,0.06,0.0529,0.0354,0.0339
p27163,0.01,0.1187,0.0887,0.0788,0.0494,0.0494
p27165,0.0071,0.0747,0.0491,0.0431,0.0302,0.0279
p27167,-0.0009,0.0557,0.0356,0.0316,0.0199,0.0203
p27169,0.0078,0.0755,0.0487,0.0427,0.0309,0.028
p27171,0.0092,0.1102,0.081,0.0717,0.0456,0.0451
p27173,0.0026,0.0612,0.0403,0.0351,0.023,0.023
p28001,0.014,-0.0312,-0.0273,-0.0246,-0.0046,-0.0119
p28003,0.0247,-0.0085,-0.0138,-0.0102,0.0085,-0.006
p28005,0.0148,-0.0269,-0.0245,-0.0226,-0.0017,-0.0099
p28007,0.0184,-0.0204,-0.0209,-0.0173,0.0011,-0.009
p28009,0.0264,-0.006,-0.0124,-0.0081,0.0103,-0.0043
p28011,0.0254,-0.0199,-0.0221,-0.0157,0.0034,-0.0077
p28013,0.0235,-0.0109,-0.0155,-0.0118,0.0067,-0.006
p28015,0.0216,-0.0168,-0.0192,-0.0149,0.0038,-0.0076
p28017,0.0221,-0.0115,-0.016,-0.0127,0.006,-0.0069
p28019,0.0192,-0.018,-0.0196,-0.0161,0.0024,-0.0086
p28021,0.0139,-0.032,-0.028,-0.025,-0.0052,-0.012
p28023,0.0076,-0.0363,-0.0294,-0.0274,-0.0103,-0.014
p28025,0.019,-0.0179,-0.0198,-0.0165,0.0022,-0.0096
p28027,0.0274,-0.015,-0.0189,-0.0129,0.0061,-0.0061
p28029,0.0123,-0.0322,-0.0277,-0.025,-0.0059,-0.012
p28031,0.0073,-0.0369,-0.0293,-0.0278,-0.0102,-0.0134
p28033,0.0284,-0.0072,-0.0134,-0.0081,0.0104,-0.0037
p28035,0.0023,-0.043,-0.0321,-0.0311,-0.0157,-0.015
p28037,0.0138,-0.0301,-0.0265,-0.024,-0.0037,-0.0113
p28039,-0.0044,-0.0524,-0.0366,-0.0359,-0.0236,-0.0177
p28041,-0.0004,-0.0465,-0.0337,-0.0327,-0.0187,-0.0163
p28043,0.0237,-0.0122,-0.0162,-0.0121,0.0063,-0.006
p28045,0.0058,-0.0366,-0.0286,-0.0281,-0.0104,-0.0125
p28047,-0.0069,-0.0553,-0.0377,-0.0376,-0.026,-0.0185
p28049,0.0134,-0.0327,-0.028,-0.0249,-0.006,-0.0127
p28051,0.0193,-0.0217,-0.0221,-0.0179,0.0007,-0.0091
p28053,0.0212,-0.021,-0.0219,-0.0172,0.0016,-0.0084
p28055,0.0184,-0.0271,-0.0256,-0.0208,-0.0019,-0.0107
p28057,0.0213,-0.0123,-0.0167,-0.0138,0.0049,-0.0084
p28059,-0.008,-0.0571,-0.0386,-0.0384,-0.0276,-0.0191
p28061,0.0082,-0.0361,-0.0293,-0.0271,-0.0099,-0.0139
p28063,0.0138,-0.0316,-0.0275,-0.0247,-0.005,-0.012
p28065,0.0091,-0.0348,-0.0282,-0.0266,-0.0081,-0.0127
p28067,0.0053,-0.0394,-0.0305,-0.029,-0.0126,-0.0144
p28069,0.0135,-0.0259,-0.024,-0.0212,-0.0034,-0.0114
p28071,0.0252,-0.0089,-0.0145,-0.0103,0.0084,-0.0052
p28073,0.0047,-0.0394,-0.0301,-0.0292,-0.0126,-0.0137
p28075,0.0104,-0.0318,-0.0273,-0.0247,-0.0073,-0.0132
p28077,0.011,-0.0322,-0.0272,-0.0254,-0.0063,-0.0118
p28079,0.0145,-0.0278,-0.0253,-0.0219,-0.0037,-0.0115
p28081,0.0225,-0.011,-0.0155,-0.0125,0.0063,-0.0073
p28083,0.0232,-0.0182,-0.0204,-0.0153,0.0035,-0.0076
p28085,0.0125,-0.0305,-0.0265,-0.0245,-0.0046,-0.0115
p28087,0.0159,-0.0235,-0.0231,-0.02,-0.0017,-0.012
p28089,0.0137,-0.0321,-0.028,-0.0243,-0.0059,-0.013
p28091,0.0088,-0.0342,-0.0278,-0.0266,-0.008,-0.0122
p28093,0.0267,-0.0064,-0.0126,-0.0083,0.0101,-0.0043
p28095,0.0194,-0.0167,-0.0192,-0.0164,0.0025,-0.0096
p28097,0.0209,-0.0171,-0.0191,-0.0152,0.0035,-0.008
p28099,0.015,-0.0238,-0.0227,-0.0198,-0.0017,-0.0102
p28101,0.0106,-0.0337,-0.0282,-0.0256,-0.0077,-0.0133
p28103,0.0152,-0.0237,-0.0231,-0.0201,-0.0018,-0.0114
p28105,0.0187,-0.0177,-0.0197,-0.0163,0.0021,-0.009
p28107,0.0263,-0.0099,-0.0152,-0.0104,0.0083,-0.005
p28109,0.0057,-0.0374,-0.0291,-0.0285,-0.0111,-0.0128
p28111,0.0002,-0.0459,-0.0333,-0.0327,-0.0181,-0.0159
p28113,0.0137,-0.0273,-0.0247,-0.0232,-0.0023,-0.01
p28115,0.0234,-0.0102,-0.015,-0.0116,0.0071,-0.0062
p28117,0.0232,-0.0107,-0.0153,-0.012,0.0067,-0.0072
p28119,0.0267,-0.0124,-0.017,-0.0114,0.0073,-0.0054
p28121,0.0119,-0.0332,-0.028,-0.0252,-0.0069,-0.013
p28123,0.0115,-0.0334,-0.028,-0.0253,-0.0072,-0.013
p28125,0.0202,-0.0234,-0.0234,-0.0187,0.0001,-0.0094
p28127,0.0104,-0.0338,-0.0282,-0.0259,-0.0076,-0.0128
p28129,0.0092,-0.035,-0.0288,-0.0264,-0.0087,-0.0131
p28131,-0.0046,-0.0521,-0.0363,-0.0362,-0.0235,-0.0176
p28133,0.0238,-0.0197,-0.0213,-0.0158,0.003,-0.0078
p28135,0.0256,-0.0128,-0.0171,-0.0121,0.0067,-0.0059
p28137,0.0275,-0.0085,-0.0142,-0.0092,0.0093,-0.0041
p28139,0.0252,-0.0076,-0.0131,-0.0095,0.009,-0.0052
p28141,0.0226,-0.0119,-0.016,-0.0129,0.006,-0.008
p28143,0.0282,-0.0112,-0.0164,-0.0103,0.0083,-0.0048
p28145,0.0243,-0.0089,-0.0142,-0.0106,0.008,-0.0059
p28147,0.0117,-0.0299,-0.0257,-0.0244,-0.0043,-0.0107
p28149,0.0145,-0.0329,-0.0283,-0.0247,-0.0058,-0.013
p28151,0.0232,-0.0216,-0.0226,-0.0172,0.0018,-0.0083
p28153,0.0045,-0.0404,-0.0311,-0.0295,-0.0136,-0.0149
p28155,0.0204,-0.0166,-0.019,-0.015,0.0036,-0.008
p28157,0.0148,-0.0287,-0.0257,-0.0235,-0.0026,-0.0109
p28159,0.0174,-0.0198,-0.0204,-0.0173,0.001,-0.009
p28161,0.0247,-0.0111,-0.0158,-0.0113,0.0072,-0.0058
p28163,0.0159,-0.0303,-0.027,-0.023,-0.0041,-0.0123
p29001,0.0184,0.0661,0.0356,0.0317,0.0344,0.0216
p29003,0.0087,0.047,0.0289,0.0227,0.0254,0.018
p29005,0.0044,0.0161,0.0018,-0.0006,0.0058,0.0023
p29007,0.037,0.0924,0.0518,0.0491,0.0547,0.032
p29009,0.0182,0.0166,0.0035,0.0042,0.0144,0.0053
p29011,0.0124,0.0312,0.015,0.0121,0.0187,0.011
p29013,0.0114,0.0515,0.0328,0.0261,0.0296,0.0204
p29015,0.0173,0.0521,0.0302,0.0259,0.031,0.0193
p29017,0.0469,0.0737,0.0392,0.0405,0.0519,0.0257
p29019,0.0301,0.0807,0.0457,0.0423,0.0473,0.0283
p29021,0.0099,0.0577,0.0386,0.0308,0.0323,0.0236
p29023,0.0391,0.0448,0.0209,0.0235,0.0365,0.0153
p29025,0.0108,0.0574,0.0374,0.03,0.0323,0.0227
p29027,0.0392,0.0927,0.0521,0.0498,0.0561,0.0324
p29029,0.0239,0.0547,0.0294,0.027,0.0339,0.0194
p29031,0.0465,0.0716,0.0378,0.0394,0.0511,0.025
p29033,0.0138,0.0608,0.0384,0.0317,0.0343,0.0236
p29035,0.0401,0.052,0.0255,0.0278,0.0401,0.0181
p29037,0.0105,0.0622,0.0425,0.0341,0.0355,0.0258
p29039,0.0149,0.0393,0.021,0.0176,0.0237,0.014
p29041,0.0191,0.0663,0.0387,0.0337,0.0373,0.024
p29043,0.022,0.0273,0.0107,0.0112,0.0213,0.0094
p29045,0.0212,0.0722,0.0377,0.035,0.037,0.0224
p29047,0.01,0.068,0.0482,0.0384,0.0388,0.0288
p29049,0.01,0.0618,0.042,0.0337,0.035,0.0257
p29051,0.0323,0.0759,0.0423,0.0398,0.0463,0.0269
p29053,0.023,0.0682,0.0397,0.0353,0.0398,0.0249
p29055,0.0502,0.0938,0.0519,0.0522,0.0618,0.0333
p29057,0.0151,0.0327,0.0154,0.0131,0.0204,0.0113
p29059,0.0212,0.0454,0.0234,0.0212,0.0287,0.016
p29061,0.0115,0.0575,0.035,0.0288,0.0309,0.0215
p29063,0.0098,0.0538,0.0345,0.0275,0.0295,0.021
p29065,0.0438,0.076,0.0411,0.0417,0.0517,0.027
p29067,0.0274,0.0311,0.0125,0.0141,0.0251,0.0109
p29069,0.035,0.0253,0.0086,0.012,0.0268,0.0084
p29071,0.0577,0.1131,0.0638,0.0636,0.0731,0.0402
p29073,0.0497,0.099,0.0555,0.0548,0.0636,0.0351
p29075,0.0093,0.0453,0.0257,0.0203,0.0236,0.016
p29077,0.0194,0.0328,0.0147,0.0138,0.0224,0.0114
p29079,0.0133,0.0579,0.0333,0.028,0.0304,0.0202
p29081,0.0112,0.0502,0.0274,0.0227,0.0257,0.0171
p29083,0.0134,0.0539,0.0337,0.0277,0.0312,0.0211
p29085,0.0175,0.0467,0.0257,0.0223,0.0283,0.017
p29087,0.007,0.0339,0.0172,0.0127,0.0171,0.0113
p29089,0.0239,0.0728,0.0419,0.0376,0.042,0.0261
p29091,0.0317,0.0313,0.0122,0.0147,0.0276,0.0109
p29093,0.0499,0.0857,0.0469,0.0477,0.0584,0.0304
p29095,0.01,0.0682,0.0482,0.0386,0.0389,0.0291
p29097,0.0127,0.0242,0.0094,0.0074,0.0154,0.0079
p29099,0.0652,0.1304,0.0743,0.0743,0.0839,0.0466
p29101,0.0121,0.0596,0.0394,0.0318,0.0342,0.0242
p29103,0.0221,0.0702,0.0369,0.0337,0.0375,0.0224
p29105,0.0272,0.0518,0.0267,0.0257,0.034,0.0182
p29107,0.0115,0.0613,0.041,0.0333,0.0349,0.0251
p29109,0.016,0.026,0.01,0.0091,0.0171,0.0086
p29111,0.0259,0.0777,0.0415,0.0386,0.0421,0.025
p29113,0.0564,0.1208,0.0688,0.0674,0.0755,0.0427
p29115,0.0169,0.0646,0.0373,0.0322,0.0351,0.0228
p29117,0.0141,0.0615,0.0375,0.0315,0.034,0.0229
p29119,0.0141,0.0115,0.0001,0.0002,0.0101,0.0031
p29121,0.0216,0.0696,0.0383,0.0345,0.0382,0.0234
p29123,0.05,0.0857,0.0466,0.0476,0.0584,0.03
p29125,0.0386,0.0762,0.0414,0.0406,0.0492,0.0268
p29127,0.0313,0.0858,0.0467,0.0441,0.0484,0.0283
p29129,0.0127,0.0528,0.0282,0.0238,0.0269,0.0173
p29131,0.0291,0.0633,0.0341,0.0324,0.0398,0.0223
p29133,0.0364,0.0343,0.0146,0.0176,0.0316,0.0113
p29135,0.026,0.0688,0.0389,0.0353,0.0413,0.0248
p29137,0.0304,0.0843,0.0467,0.0436,0.0482,0.0285
p29139,0.0485,0.1085,0.0613,0.0596,0.0668,0.038
p29141,0.0214,0.0567,0.0318,0.0283,0.0342,0.0205
p29143,0.0354,0.0307,0.0122,0.0154,0.0296,0.0103
p29145,0.0129,0.0176,0.0043,0.0034,0.0123,0.0052
p29147,0.0068,0.0294,0.013,0.0092,0.014,0.0088
p29149,0.0351,0.036,0.015,0.0178,0.0309,0.0124
p29151,0.0401,0.083,0.0455,0.0444,0.0524,0.0289
p29153,0.0276,0.0215,0.006,0.0087,0.0212,0.0073
p29155,0.0339,0.0219,0.0066,0.01,0.0252,0.0069
p29157,0.0536,0.0944,0.0519,0.0527,0.0637,0.033
p29159,0.0161,0.0558,0.0339,0.0285,0.0327,0.0213
p29161,0.0415,0.0779,0.0423,0.0422,0.0512,0.0275
p29163,0.0466,0.1079,0.0606,0.0586,0.0654,0.0374
p29165,0.01,0.0661,0.0462,0.037,0.0376,0.0279
p29167,0.0178,0.041,0.021,0.0184,0.0254,0.0146
p29169,0.0342,0.0637,0.0338,0.0332,0.0423,0.0225
p29171,0.0151,0.0578,0.0303,0.0264,0.0291,0.0185
p29173,0.0375,0.0949,0.0528,0.0501,0.0555,0.0325
p29175,0.0248,0.0738,0.0416,0.0378,0.0421,0.0257
p29177,0.0106,0.0627,0.0428,0.0342,0.0356,0.0257
p29179,0.0454,0.0731,0.039,0.0402,0.0511,0.0258
p29181,0.0372,0.0392,0.0173,0.0202,0.0334,0.0135
p29183,0.065,0.1322,0.0754,0.0752,0.0845,0.0471
p29185,0.0143,0.0472,0.0279,0.0231,0.0278,0.0177
p29186,0.0595,0.1127,0.0634,0.0637,0.0739,0.0399
p29187,0.0563,0.1044,0.0583,0.0588,0.069,0.0369
p29189,0.0683,0.1371,0.0783,0.0783,0.088,0.049
p29195,0.0168,0.0618,0.0376,0.0321,0.0356,0.0233
p29197,0.0173,0.063,0.0328,0.0295,0.032,0.02
p29199,0.0194,0.0675,0.0353,0.0323,0.0345,0.0212
p29201,0.04,0.0484,0.0235,0.0259,0.0389,0.0168
p29203,0.0393,0.0572,0.029,0.0304,0.0418,0.0199
p29205,0.0263,0.0774,0.042,0.0389,0.0431,0.0258
p29207,0.0398,0.0478,0.0231,0.0253,0.0382,0.0163
p29209,0.021,0.0191,0.0049,0.006,0.0168,0.0065
p29211,0.0156,0.0612,0.0339,0.0292,0.0319,0.0206
p29213,0.0238,0.0189,0.0043,0.0065,0.0182,0.0065
p29215,0.0343,0.0526,0.0263,0.0271,0.0374,0.0185
p29217,0.0121,0.0401,0.0228,0.0183,0.0234,0.0149
p29219,0.0571,0.1189,0.0675,0.0666,0.0752,0.0423
p29221,0.0568,0.1091,0.0614,0.0616,0.0712,0.0389
p29223,0.0439,0.0646,0.0336,0.035,0.0469,0.0226
p29225,0.0248,0.0381,0.0179,0.0178,0.0272,0.0135
p29227,0.0092,0.0402,0.0195,0.0153,0.0197,0.0125
p29229,0.0284,0.0428,0.0203,0.0208,0.0307,0.0152
p29510,0.0683,0.1371,0.0783,0.0783,0.088,0.049
p30001,0.0138,0.0247,0.01,0.0083,0.0172,0.0082
p30003,-0.0052,0.0001,-0.0059,-0.0064,-0.0015,-0.0004
p30005,-0.0037,-0.0021,-0.0076,-0.0084,-0.0009,-0.0027
p30007,-0.0031,-0.0052,-0.0098,-0.0105,-0.0015,-0.004
p30009,-0.0018,-0.0004,-0.0068,-0.0075,0.0001,-0.0012
p30011,-0.0134,0.0014,-0.0037,-0.0039,-0.0045,0.0015
p30013,-0.0092,-0.0181,-0.0187,-0.0187,-0.0088,-0.0092
